currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2024-01-18 16:34:01.787399,0.0,16698417152,15065255936,1328336896,9.8,68505600,1551138816,2147479552,2147479552,0,0.0,108240035840,79809052672,22885433344,77.7,1410870272,333698048
2024-01-18 16:35:01.846449,0.0,16698417152,14034108416,2358095872,16.0,69238784,1967304704,2147479552,2147479552,0,0.0,108240035840,79809093632,22885392384,77.7,1824586752,339080192
2024-01-18 16:36:01.906477,0.0,16698417152,14035087360,2357059584,15.9,69369856,1967579136,2147479552,2147479552,0,0.0,108240035840,79809142784,22885343232,77.7,1824807936,339477504
2024-01-18 16:37:01.968044,0.0,16698417152,13975056384,2409660416,16.3,72155136,2634276864,2147479552,2147479552,0,0.0,108240035840,79810072576,22884413440,77.7,2153244672,692556800
2024-01-18 16:38:01.982497,0.0,16698417152,14259879936,2124562432,14.6,72220672,2637070336,2147479552,2147479552,0,0.0,108240035840,79810101248,22884384768,77.7,2156009472,692900864
2024-01-18 16:39:02.042533,0.0,16698417152,13977309184,2407395328,16.3,72294400,2637090816,2147479552,2147479552,0,0.0,108240035840,79810121728,22884364288,77.7,2156009472,693171200
2024-01-18 16:40:02.102456,0.0,16698417152,13985107968,2399608832,16.2,72351744,2637127680,2147479552,2147479552,0,0.0,108240035840,79810162688,22884323328,77.7,2156009472,693396480
2024-01-18 16:41:02.162569,0.0,16698417152,13955198976,2429501440,16.4,72482816,2637180928,2147479552,2147479552,0,0.0,108240035840,79810215936,22884270080,77.7,2156009472,694170624
2024-01-18 16:42:02.222578,0.0,16698417152,13960630272,2424082432,16.4,72540160,2638712832,2147479552,2147479552,0,0.0,108240035840,79810244608,22884241408,77.7,2157524992,694518784
2024-01-18 16:43:02.282463,0.0,16698417152,13963321344,2421379072,16.4,72605696,2638753792,2147479552,2147479552,0,0.0,108240035840,79810285568,22884200448,77.7,2157524992,694785024
2024-01-18 16:44:02.342474,0.0,16698417152,13961105408,2423603200,16.4,72671232,2638782464,2147479552,2147479552,0,0.0,108240035840,79810314240,22884171776,77.7,2157524992,695092224
2024-01-18 16:45:02.402468,0.0,16698417152,13961564160,2423152640,16.4,72736768,2638819328,2147479552,2147479552,0,0.0,108240035840,79810351104,22884134912,77.7,2157524992,695370752
2024-01-18 16:46:02.462545,0.0,16698417152,13952688128,2431959040,16.4,73297920,2638970880,2147479552,2147479552,0,0.0,108240035840,79810387968,22884098048,77.7,2157996032,695813120
2024-01-18 16:47:02.522490,0.0,16698417152,13974114304,2410528768,16.3,73355264,2639040512,2147479552,2147479552,0,0.0,108240035840,79810453504,22884032512,77.7,2157996032,696435712
2024-01-18 16:48:02.582478,0.0,16698417152,13961809920,2422845440,16.4,73420800,2639069184,2147479552,2147479552,0,0.0,108240035840,79810478080,22884007936,77.7,2157996032,696681472
2024-01-18 16:49:02.642453,0.0,16698417152,13950615552,2434039808,16.5,73486336,2639097856,2147479552,2147479552,0,0.0,108240035840,79810502656,22883983360,77.7,2157996032,697050112
2024-01-18 16:50:02.702453,0.0,16698417152,13960454144,2424176640,16.4,73551872,2639126528,2147479552,2147479552,0,0.0,108240035840,79810543616,22883942400,77.7,2157996032,697324544
2024-01-18 16:51:02.762532,0.0,16698417152,13965557760,2419097600,16.4,73637888,2639155200,2147479552,2147479552,0,0.0,108240035840,79810576384,22883909632,77.7,2157996032,697721856
2024-01-18 16:52:02.822573,0.0,16698417152,13954416640,2430230528,16.4,73703424,2639183872,2147479552,2147479552,0,0.0,108240035840,79810605056,22883880960,77.7,2157996032,698029056
2024-01-18 16:53:02.882473,0.0,16698417152,13952868352,2431754240,16.4,73768960,2639249408,2147479552,2147479552,0,0.0,108240035840,79810666496,22883819520,77.7,2157996032,698319872
2024-01-18 16:54:02.943970,0.0,16698417152,13964541952,2420105216,16.4,73842688,2639278080,2147479552,2147479552,0,0.0,108240035840,79810695168,22883790848,77.7,2157996032,698643456
2024-01-18 16:55:03.002552,0.0,16698417152,13961465856,2423177216,16.4,73908224,2639306752,2147479552,2147479552,0,0.0,108240035840,79810723840,22883762176,77.7,2157996032,699036672
2024-01-18 16:56:03.062512,0.0,16698417152,13953089536,2431545344,16.4,73990144,2639347712,2147479552,2147479552,0,0.0,108240035840,79810768896,22883717120,77.7,2157996032,699388928
2024-01-18 16:57:03.122566,0.0,16698417152,13942194176,2442416128,16.5,74047488,2639421440,2147479552,2147479552,0,0.0,108240035840,79810809856,22883676160,77.7,2157996032,699737088
2024-01-18 16:58:03.182538,0.0,16698417152,13953531904,2431102976,16.4,74113024,2639450112,2147479552,2147479552,0,0.0,108240035840,79810838528,22883647488,77.7,2157996032,700044288
2024-01-18 16:59:03.242460,0.0,16698417152,13949284352,2435362816,16.5,74178560,2639503360,2147479552,2147479552,0,0.0,108240035840,79810891776,22883594240,77.7,2157996032,700281856
