currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2024-01-20 19:35:38.931940,0.0,16698421248,15170043904,1228378112,9.2,63201280,1421103104,2147479552,2147479552,0,0.0,108240035840,79800860672,22893625344,77.7,1429671936,152867840
2024-01-20 19:36:38.990368,0.0,16698421248,14075105280,2320498688,15.7,67276800,1855762432,2147479552,2147479552,0,0.0,108240035840,79800901632,22893584384,77.7,1861963776,157840384
2024-01-20 19:37:39.050351,0.0,16698421248,14077902848,2317664256,15.7,67424256,1856049152,2147479552,2147479552,0,0.0,108240035840,79800950784,22893535232,77.7,1862184960,158925824
2024-01-20 19:38:39.110403,0.0,16698421248,14105899008,2289664000,15.5,67493888,1856077824,2147479552,2147479552,0,0.0,108240035840,79800971264,22893514752,77.7,1862184960,159519744
2024-01-20 19:39:39.170354,0.0,16698421248,14088388608,2307186688,15.6,67559424,1856106496,2147479552,2147479552,0,0.0,108240035840,79800999936,22893486080,77.7,1862184960,159798272
2024-01-20 19:40:39.230453,0.0,16698421248,14094749696,2300821504,15.6,67620864,1856131072,2147479552,2147479552,0,0.0,108240035840,79801028608,22893457408,77.7,1862184960,160064512
2024-01-20 19:41:39.290448,0.0,16698421248,14098001920,2297565184,15.6,67678208,1856159744,2147479552,2147479552,0,0.0,108240035840,79801065472,22893420544,77.7,1862184960,160318464
2024-01-20 19:42:39.350374,0.0,16698421248,14069276672,2326302720,15.7,67760128,1856188416,2147479552,2147479552,0,0.0,108240035840,79801094144,22893391872,77.7,1862184960,160732160
2024-01-20 19:43:39.410433,0.0,16698421248,14081744896,2313838592,15.7,67817472,1856208896,2147479552,2147479552,0,0.0,108240035840,79801114624,22893371392,77.7,1862184960,160973824
2024-01-20 19:44:39.470455,0.0,16698421248,14077759488,2317799424,15.7,67874816,1856249856,2147479552,2147479552,0,0.0,108240035840,79801155584,22893330432,77.7,1862184960,161215488
